CIK,Company,Type,Date,complete_text_file_link,html_index,Filing Date,Period of Report,SIC,htm_file_link,State of Inc,State location,Fiscal Year End,filename
1014052,"Digerati Technologies, Inc.",10-K,2023-11-24,https://www.sec.gov/Archives/edgar/data/1014052/0001213900-23-089905.txt,https://www.sec.gov/Archives/edgar/data/1014052/0001213900-23-089905-index.html,2023-11-24,2023-07-31,7374,https://www.sec.gov/Archives/edgar/data/1014052/000121390023089905/f10k2023_digeratitech.htm,NV,TX,0731,1014052_10K_2023_0001213900-23-089905.htm
1015155,CHARLES & COLVARD LTD,10-K,2023-10-12,https://www.sec.gov/Archives/edgar/data/1015155/0001140361-23-048055.txt,https://www.sec.gov/Archives/edgar/data/1015155/0001140361-23-048055-index.html,2023-10-12,2023-06-30,3910,https://www.sec.gov/Archives/edgar/data/1015155/000114036123048055/ef20010992_10k.htm,NC,NC,0630,1015155_10K_2023_0001140361-23-048055.htm
1021917,"Awaysis Capital, Inc.",10-K,2023-10-17,https://www.sec.gov/Archives/edgar/data/1021917/0001493152-23-037411.txt,https://www.sec.gov/Archives/edgar/data/1021917/0001493152-23-037411-index.html,2023-10-17,2023-06-30,6512,https://www.sec.gov/Archives/edgar/data/1021917/000149315223037411/form10-k.htm,DE,FL,0630,1021917_10K_2023_0001493152-23-037411.htm
1022505,"SideChannel, Inc.",10-K,2023-12-27,https://www.sec.gov/Archives/edgar/data/1022505/0001493152-23-046278.txt,https://www.sec.gov/Archives/edgar/data/1022505/0001493152-23-046278-index.html,2023-12-27,2023-09-30,7374,https://www.sec.gov/Archives/edgar/data/1022505/000149315223046278/form10-k.htm,DE,MA,0930,1022505_10K_2023_0001493152-23-046278.htm
1023459,"Simulations Plus, Inc.",10-K,2023-10-27,https://www.sec.gov/Archives/edgar/data/1023459/0001023459-23-000124.txt,https://www.sec.gov/Archives/edgar/data/1023459/0001023459-23-000124-index.html,2023-10-27,2023-08-31,7373,https://www.sec.gov/Archives/edgar/data/1023459/000102345923000124/simu-20230831.htm,,CA,0831,1023459_10K_2023_0001023459-23-000124.htm
1024478,"ROCKWELL AUTOMATION, INC",10-K,2023-11-08,https://www.sec.gov/Archives/edgar/data/1024478/0001024478-23-000126.txt,https://www.sec.gov/Archives/edgar/data/1024478/0001024478-23-000126-index.html,2023-11-08,2023-09-30,3829,https://www.sec.gov/Archives/edgar/data/1024478/000102447823000126/rok-20230930.htm,DE,WI,0930,1024478_10K_2023_0001024478-23-000126.htm
1032220,"MAXIMUS, INC.",10-K,2023-11-16,https://www.sec.gov/Archives/edgar/data/1032220/0001032220-23-000096.txt,https://www.sec.gov/Archives/edgar/data/1032220/0001032220-23-000096-index.html,2023-11-16,2023-09-30,7389,https://www.sec.gov/Archives/edgar/data/1032220/000103222023000096/mms-20230930.htm,VA,VA,0930,1032220_10K_2023_0001032220-23-000096.htm
103595,VILLAGE SUPER MARKET INC,10-K,2023-10-11,https://www.sec.gov/Archives/edgar/data/103595/0000103595-23-000014.txt,https://www.sec.gov/Archives/edgar/data/103595/0000103595-23-000014-index.html,2023-10-11,2023-07-29,5411,https://www.sec.gov/Archives/edgar/data/103595/000010359523000014/vlgea-20230729.htm,NJ,NJ,0727,103595_10K_2023_0000103595-23-000014.htm
1041803,PRICESMART INC,10-K,2023-10-30,https://www.sec.gov/Archives/edgar/data/1041803/0001041803-23-000054.txt,https://www.sec.gov/Archives/edgar/data/1041803/0001041803-23-000054-index.html,2023-10-30,2023-08-31,5331,https://www.sec.gov/Archives/edgar/data/1041803/000104180323000054/psmt-20230831.htm,DE,CA,0831,1041803_10K_2023_0001041803-23-000054.htm
1045742,LIVE VENTURES Inc,10-K,2023-12-22,https://www.sec.gov/Archives/edgar/data/1045742/0001628280-23-042586.txt,https://www.sec.gov/Archives/edgar/data/1045742/0001628280-23-042586-index.html,2023-12-22,2023-09-30,5900,https://www.sec.gov/Archives/edgar/data/1045742/000162828023042586/live-20230930.htm,NV,NV,0930,1045742_10K_2023_0001628280-23-042586.htm
1045942,"Track Group, Inc.",10-K,2023-12-20,https://www.sec.gov/Archives/edgar/data/1045942/0001437749-23-034962.txt,https://www.sec.gov/Archives/edgar/data/1045942/0001437749-23-034962-index.html,2023-12-20,2023-09-30,3669,https://www.sec.gov/Archives/edgar/data/1045942/000143774923034962/trkg20230930_10k.htm,DE,IL,0930,1045942_10K_2023_0001437749-23-034962.htm
1046050,TIMBERLAND BANCORP INC,10-K,2023-12-11,https://www.sec.gov/Archives/edgar/data/1046050/0000939057-23-000357.txt,https://www.sec.gov/Archives/edgar/data/1046050/0000939057-23-000357-index.html,2023-12-11,2023-09-30,6036,https://www.sec.gov/Archives/edgar/data/1046050/000093905723000357/tsbk-20230930.htm,WA,WA,0930,1046050_10K_2023_0000939057-23-000357.htm
1048268,"IES Holdings, Inc.",10-K,2023-12-07,https://www.sec.gov/Archives/edgar/data/1048268/0001048268-23-000097.txt,https://www.sec.gov/Archives/edgar/data/1048268/0001048268-23-000097-index.html,2023-12-07,2023-09-30,1731,https://www.sec.gov/Archives/edgar/data/1048268/000104826823000097/iesc-20230930.htm,DE,TX,0930,1048268_10K_2023_0001048268-23-000097.htm
1048695,"F5, INC.",10-K,2023-11-14,https://www.sec.gov/Archives/edgar/data/1048695/0001048695-23-000039.txt,https://www.sec.gov/Archives/edgar/data/1048695/0001048695-23-000039-index.html,2023-11-14,2023-09-30,3576,https://www.sec.gov/Archives/edgar/data/1048695/000104869523000039/ffiv-20230930.htm,WA,WA,0930,1048695_10K_2023_0001048695-23-000039.htm
105132,WD 40 CO,10-K,2023-10-23,https://www.sec.gov/Archives/edgar/data/105132/0000105132-23-000059.txt,https://www.sec.gov/Archives/edgar/data/105132/0000105132-23-000059-index.html,2023-10-23,2023-08-31,2890,https://www.sec.gov/Archives/edgar/data/105132/000010513223000059/wdfc-20230831.htm,DE,CA,0831,105132_10K_2023_0000105132-23-000059.htm
1057060,MARINEMAX INC,10-K,2023-11-17,https://www.sec.gov/Archives/edgar/data/1057060/0000950170-23-064785.txt,https://www.sec.gov/Archives/edgar/data/1057060/0000950170-23-064785-index.html,2023-11-17,2023-09-30,5531,https://www.sec.gov/Archives/edgar/data/1057060/000095017023064785/hzo-20230930.htm,DE,FL,0930,1057060_10K_2023_0000950170-23-064785.htm
1061164,PEREGRINE INDUSTRIES INC,10-K,2023-10-27,https://www.sec.gov/Archives/edgar/data/1061164/0001477932-23-007895.txt,https://www.sec.gov/Archives/edgar/data/1061164/0001477932-23-007895-index.html,2023-10-27,2023-07-31,3569,https://www.sec.gov/Archives/edgar/data/1061164/000147793223007895/pgid_10k.htm,FL,NY,0731,1061164_10K_2023_0001477932-23-007895.htm
1069533,RGC RESOURCES INC,10-K,2023-12-01,https://www.sec.gov/Archives/edgar/data/1069533/0001437749-23-033392.txt,https://www.sec.gov/Archives/edgar/data/1069533/0001437749-23-033392-index.html,2023-12-01,2023-09-30,4923,https://www.sec.gov/Archives/edgar/data/1069533/000143774923033392/rgco20230930_10k.htm,VA,VA,0930,1069533_10K_2023_0001437749-23-033392.htm
1071840,"SolarWindow Technologies, Inc.",10-K,2023-11-21,https://www.sec.gov/Archives/edgar/data/1071840/0001171843-23-007232.txt,https://www.sec.gov/Archives/edgar/data/1071840/0001171843-23-007232-index.html,2023-11-21,2023-08-31,2860,https://www.sec.gov/Archives/edgar/data/1071840/000117184323007232/f10k_112123.htm,NV,AZ,0831,1071840_10K_2023_0001171843-23-007232.htm
1074828,"KNOW LABS, INC.",10-K,2023-12-19,https://www.sec.gov/Archives/edgar/data/1074828/0001654954-23-015760.txt,https://www.sec.gov/Archives/edgar/data/1074828/0001654954-23-015760-index.html,2023-12-19,2023-09-30,3829,https://www.sec.gov/Archives/edgar/data/1074828/000165495423015760/knwn_10k.htm,NV,WA,0930,1074828_10K_2023_0001654954-23-015760.htm
107687,WINNEBAGO INDUSTRIES INC,10-K,2023-10-18,https://www.sec.gov/Archives/edgar/data/107687/0000107687-23-000028.txt,https://www.sec.gov/Archives/edgar/data/107687/0000107687-23-000028-index.html,2023-10-18,2023-08-26,3716,https://www.sec.gov/Archives/edgar/data/107687/000010768723000028/wgo-20230826.htm,MN,MN,0826,107687_10K_2023_0000107687-23-000028.htm
10795,BECTON DICKINSON & CO,10-K,2023-11-21,https://www.sec.gov/Archives/edgar/data/10795/0000010795-23-000098.txt,https://www.sec.gov/Archives/edgar/data/10795/0000010795-23-000098-index.html,2023-11-21,2023-09-30,3841,https://www.sec.gov/Archives/edgar/data/10795/000001079523000098/bdx-20230930.htm,NJ,NJ,0930,10795_10K_2023_0000010795-23-000098.htm
1082733,"VISIUM TECHNOLOGIES, INC.",10-K,2023-10-06,https://www.sec.gov/Archives/edgar/data/1082733/0001654954-23-012664.txt,https://www.sec.gov/Archives/edgar/data/1082733/0001654954-23-012664-index.html,2023-10-06,2023-06-30,7371,https://www.sec.gov/Archives/edgar/data/1082733/000165495423012664/vism_10k.htm,FL,FL,0630,1082733_10K_2023_0001654954-23-012664.htm
108312,"Woodward, Inc.",10-K,2023-11-17,https://www.sec.gov/Archives/edgar/data/108312/0000950170-23-064764.txt,https://www.sec.gov/Archives/edgar/data/108312/0000950170-23-064764-index.html,2023-11-17,2023-09-30,3620,https://www.sec.gov/Archives/edgar/data/108312/000095017023064764/wwd-20230930.htm,DE,CO,0930,108312_10K_2023_0000950170-23-064764.htm
1090872,"AGILENT TECHNOLOGIES, INC.",10-K,2023-12-20,https://www.sec.gov/Archives/edgar/data/1090872/0001090872-23-000020.txt,https://www.sec.gov/Archives/edgar/data/1090872/0001090872-23-000020-index.html,2023-12-20,2023-10-31,3826,https://www.sec.gov/Archives/edgar/data/1090872/000109087223000020/a-20231031.htm,DE,CA,1031,1090872_10K_2023_0001090872-23-000020.htm
109177,"Spectrum Brands Holdings, Inc.",10-K,2023-11-21,https://www.sec.gov/Archives/edgar/data/109177/0000109177-23-000054.txt,https://www.sec.gov/Archives/edgar/data/109177/0000109177-23-000054-index.html,2023-11-21,2023-09-30,3690,https://www.sec.gov/Archives/edgar/data/109177/000010917723000054/spb-20230930.htm,DE,WI,0930,109177_10K_2023_0000109177-23-000054.htm
1096752,EDGEWELL PERSONAL CARE Co,10-K,2023-11-28,https://www.sec.gov/Archives/edgar/data/1096752/0001628280-23-040139.txt,https://www.sec.gov/Archives/edgar/data/1096752/0001628280-23-040139-index.html,2023-11-28,2023-09-30,2844,https://www.sec.gov/Archives/edgar/data/1096752/000162828023040139/epc-20230930.htm,MO,CT,0930,1096752_10K_2023_0001628280-23-040139.htm
1098009,America Great Health,10-K,2023-10-13,https://www.sec.gov/Archives/edgar/data/1098009/0001185185-23-001064.txt,https://www.sec.gov/Archives/edgar/data/1098009/0001185185-23-001064-index.html,2023-10-13,2023-06-30,2834,https://www.sec.gov/Archives/edgar/data/1098009/000118518523001064/amgreat20230630_10k.htm,CA,CA,0630,1098009_10K_2023_0001185185-23-001064.htm
1099369,DESTINY MEDIA TECHNOLOGIES INC,10-K,2023-11-28,https://www.sec.gov/Archives/edgar/data/1099369/0001062993-23-021487.txt,https://www.sec.gov/Archives/edgar/data/1099369/0001062993-23-021487-index.html,2023-11-28,2023-08-31,7372,https://www.sec.gov/Archives/edgar/data/1099369/000106299323021487/form10k.htm,NV,A1,0831,1099369_10K_2023_0001062993-23-021487.htm
1101396,"DELTA APPAREL, INC",10-K,2023-12-28,https://www.sec.gov/Archives/edgar/data/1101396/0001437749-23-035505.txt,https://www.sec.gov/Archives/edgar/data/1101396/0001437749-23-035505-index.html,2023-12-28,2023-09-30,5130,https://www.sec.gov/Archives/edgar/data/1101396/000143774923035505/dla20230930_10k.htm,GA,GA,0930,1101396_10K_2023_0001437749-23-035505.htm
1106838,"Sonnet BioTherapeutics Holdings, Inc.",10-K,2023-12-14,https://www.sec.gov/Archives/edgar/data/1106838/0001493152-23-044896.txt,https://www.sec.gov/Archives/edgar/data/1106838/0001493152-23-044896-index.html,2023-12-14,2023-09-30,2834,https://www.sec.gov/Archives/edgar/data/1106838/000149315223044896/form10-k.htm,DE,NJ,0930,1106838_10K_2023_0001493152-23-044896.htm
1118417,"MODEL N, INC.",10-K,2023-11-17,https://www.sec.gov/Archives/edgar/data/1118417/0001118417-23-000209.txt,https://www.sec.gov/Archives/edgar/data/1118417/0001118417-23-000209-index.html,2023-11-17,2023-09-30,7370,https://www.sec.gov/Archives/edgar/data/1118417/000111841723000209/modn-20230930.htm,DE,CA,0930,1118417_10K_2023_0001118417-23-000209.htm
1121795,GHST World Inc.,10-K,2023-10-13,https://www.sec.gov/Archives/edgar/data/1121795/0001553350-23-000446.txt,https://www.sec.gov/Archives/edgar/data/1121795/0001553350-23-000446-index.html,2023-10-13,2023-06-30,7372,https://www.sec.gov/Archives/edgar/data/1121795/000155335023000446/ghst_10k.htm,DE,NY,0630,1121795_10K_2023_0001553350-23-000446.htm
1126956,SPIRE INC,10-K,2023-11-16,https://www.sec.gov/Archives/edgar/data/1126956/0001437749-23-032284.txt,https://www.sec.gov/Archives/edgar/data/1126956/0001437749-23-032284-index.html,2023-11-16,2023-09-30,4924,https://www.sec.gov/Archives/edgar/data/3146/000143774923032284/spre20230930_10k.htm,AL,MO,0930,1126956_10K_2023_0001437749-23-032284.htm
1127475,"Digital Brand Media & Marketing Group, Inc.",10-K,2023-11-29,https://www.sec.gov/Archives/edgar/data/1127475/0001185185-23-001264.txt,https://www.sec.gov/Archives/edgar/data/1127475/0001185185-23-001264-index.html,2023-11-29,2023-08-31,7389,https://www.sec.gov/Archives/edgar/data/1127475/000118518523001264/dbmm20230831_10k.htm,FL,NY,0831,1127475_10K_2023_0001185185-23-001264.htm
1128383,NEVADA CLASSIC THOROUGHBREDS INC,10-K,2023-10-16,https://www.sec.gov/Archives/edgar/data/1128383/0001128383-23-000012.txt,https://www.sec.gov/Archives/edgar/data/1128383/0001128383-23-000012-index.html,2023-10-16,2023-06-30,7948,https://www.sec.gov/Archives/edgar/data/1128383/000112838323000012/r10k063023.htm,NV,AZ,0630,1128383_10K_2023_0001128383-23-000012.htm
1133062,JANEL CORP,10-K,2023-12-08,https://www.sec.gov/Archives/edgar/data/1133062/0001140361-23-057011.txt,https://www.sec.gov/Archives/edgar/data/1133062/0001140361-23-057011-index.html,2023-12-08,2023-09-30,7389,https://www.sec.gov/Archives/edgar/data/1133062/000114036123057011/ef20012456_10k.htm,NV,NY,0930,1133062_10K_2023_0001140361-23-057011.htm
1138978,"Novo Integrated Sciences, Inc.",10-K,2023-12-14,https://www.sec.gov/Archives/edgar/data/1138978/0001493152-23-044893.txt,https://www.sec.gov/Archives/edgar/data/1138978/0001493152-23-044893-index.html,2023-12-14,2023-08-31,3510,https://www.sec.gov/Archives/edgar/data/1138978/000149315223044893/form10-k.htm,NV,WA,0831,1138978_10K_2023_0001493152-23-044893.htm
1140859,"Cencora, Inc.",10-K,2023-11-21,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-23-000197.txt,https://www.sec.gov/Archives/edgar/data/1140859/0001140859-23-000197-index.html,2023-11-21,2023-09-30,5122,https://www.sec.gov/Archives/edgar/data/1140859/000114085923000197/cor-20230930.htm,DE,PA,0930,1140859_10K_2023_0001140859-23-000197.htm
1143513,GLADSTONE CAPITAL CORP,10-K,2023-11-13,https://www.sec.gov/Archives/edgar/data/1143513/0001143513-23-000013.txt,https://www.sec.gov/Archives/edgar/data/1143513/0001143513-23-000013-index.html,2023-11-13,2023-09-30,,https://www.sec.gov/Archives/edgar/data/1143513/000114351323000013/glad-20230930.htm,MD,VA,0930,1143513_10K_2023_0001143513-23-000013.htm
1144215,ACUITY BRANDS INC,10-K,2023-10-26,https://www.sec.gov/Archives/edgar/data/1144215/0001144215-23-000090.txt,https://www.sec.gov/Archives/edgar/data/1144215/0001144215-23-000090-index.html,2023-10-26,2023-08-31,3640,https://www.sec.gov/Archives/edgar/data/1144215/000114421523000090/ayi-20230831.htm,DE,GA,0831,1144215_10K_2023_0001144215-23-000090.htm
1145255,HENNESSY ADVISORS INC,10-K,2023-12-07,https://www.sec.gov/Archives/edgar/data/1145255/0001437749-23-033810.txt,https://www.sec.gov/Archives/edgar/data/1145255/0001437749-23-033810-index.html,2023-12-07,2023-09-30,6282,https://www.sec.gov/Archives/edgar/data/1145255/000143774923033810/hnna20230930_10k.htm,,CA,0930,1145255_10K_2023_0001437749-23-033810.htm
1158420,Green Giant Inc.,10-K,2023-12-28,https://www.sec.gov/Archives/edgar/data/1158420/0001213900-23-099290.txt,https://www.sec.gov/Archives/edgar/data/1158420/0001213900-23-099290-index.html,2023-12-28,2023-09-30,6500,https://www.sec.gov/Archives/edgar/data/1158420/000121390023099290/f10k2023_greengiant.htm,F4,F4,0930,1158420_10K_2023_0001213900-23-099290.htm
1177648,ENANTA PHARMACEUTICALS INC,10-K,2023-11-22,https://www.sec.gov/Archives/edgar/data/1177648/0000950170-23-065884.txt,https://www.sec.gov/Archives/edgar/data/1177648/0000950170-23-065884-index.html,2023-11-22,2023-09-30,2834,https://www.sec.gov/Archives/edgar/data/1177648/000095017023065884/enta-20230930.htm,DE,MA,0930,1177648_10K_2023_0000950170-23-065884.htm
1178727,COMSovereign Holding Corp.,10-K,2023-12-07,https://www.sec.gov/Archives/edgar/data/1178727/0001213900-23-093792.txt,https://www.sec.gov/Archives/edgar/data/1178727/0001213900-23-093792-index.html,2023-12-07,2022-12-31,3669,https://www.sec.gov/Archives/edgar/data/1178727/000121390023093792/f10k2022_comsover.htm,NV,AZ,1231,1178727_10K_2022_0001213900-23-093792.htm
12040,FLANIGANS ENTERPRISES INC,10-K,2023-12-29,https://www.sec.gov/Archives/edgar/data/12040/0001174947-23-001489.txt,https://www.sec.gov/Archives/edgar/data/12040/0001174947-23-001489-index.html,2023-12-29,2023-09-30,5812,https://www.sec.gov/Archives/edgar/data/12040/000117494723001489/bdl-20230930.htm,FL,FL,0930,12040_10K_2023_0001174947-23-001489.htm
1222333,SPDR GOLD TRUST,10-K,2023-11-22,https://www.sec.gov/Archives/edgar/data/1222333/0001437749-23-032876.txt,https://www.sec.gov/Archives/edgar/data/1222333/0001437749-23-032876-index.html,2023-11-22,2023-09-30,6221,https://www.sec.gov/Archives/edgar/data/1222333/000143774923032876/gld20230930_10k.htm,,NY,0930,1222333_10K_2023_0001437749-23-032876.htm
1227654,COMPASS MINERALS INTERNATIONAL INC,10-K,2023-11-29,https://www.sec.gov/Archives/edgar/data/1227654/0001227654-23-000226.txt,https://www.sec.gov/Archives/edgar/data/1227654/0001227654-23-000226-index.html,2023-11-29,2023-09-30,1400,https://www.sec.gov/Archives/edgar/data/1227654/000122765423000226/cmp-20230930.htm,DE,KS,0930,1227654_10K_2023_0001227654-23-000226.htm
1230524,Cyber Apps World,10-K,2023-10-25,https://www.sec.gov/Archives/edgar/data/1230524/0001477932-23-007851.txt,https://www.sec.gov/Archives/edgar/data/1230524/0001477932-23-007851-index.html,2023-10-25,2023-07-31,8742,https://www.sec.gov/Archives/edgar/data/1230524/000147793223007851/cyap_10k.htm,NV,V8,0731,1230524_10K_2023_0001477932-23-007851.htm
1235468,LIQUIDITY SERVICES INC,10-K,2023-12-07,https://www.sec.gov/Archives/edgar/data/1235468/0000950170-23-068822.txt,https://www.sec.gov/Archives/edgar/data/1235468/0000950170-23-068822-index.html,2023-12-07,2023-09-30,7389,https://www.sec.gov/Archives/edgar/data/1235468/000095017023068822/lqdt-20230930.htm,DE,MD,0930,1235468_10K_2023_0000950170-23-068822.htm
1260221,TransDigm Group INC,10-K,2023-11-09,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-23-000081.txt,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-23-000081-index.html,2023-11-09,2023-09-30,3728,https://www.sec.gov/Archives/edgar/data/1260221/000126022123000081/tdg-20230930.htm,DE,OH,0930,1260221_10K_2023_0001260221-23-000081.htm
1261654,UNIVERSAL TECHNICAL INSTITUTE INC,10-K,2023-12-01,https://www.sec.gov/Archives/edgar/data/1261654/0001261654-23-000101.txt,https://www.sec.gov/Archives/edgar/data/1261654/0001261654-23-000101-index.html,2023-12-01,2023-09-30,8200,https://www.sec.gov/Archives/edgar/data/1261654/000126165423000101/uti-20230930.htm,DE,AZ,0930,1261654_10K_2023_0001261654-23-000101.htm
1297937,"PARKS AMERICA, INC",10-K,2023-12-12,https://www.sec.gov/Archives/edgar/data/1297937/0001493152-23-044561.txt,https://www.sec.gov/Archives/edgar/data/1297937/0001493152-23-044561-index.html,2023-12-12,2023-10-01,7990,https://www.sec.gov/Archives/edgar/data/1297937/000149315223044561/form10-k.htm,NV,GA,1001,1297937_10K_2023_0001493152-23-044561.htm
1301991,"SmartMetric, Inc.",10-K,2023-10-13,https://www.sec.gov/Archives/edgar/data/1301991/0001829126-23-006622.txt,https://www.sec.gov/Archives/edgar/data/1301991/0001829126-23-006622-index.html,2023-10-13,2023-06-30,3990,https://www.sec.gov/Archives/edgar/data/1301991/000182912623006622/smartmetric_10k.htm,NV,NV,0630,1301991_10K_2023_0001829126-23-006622.htm
1308027,Vystar Corp,10-K,2023-10-10,https://www.sec.gov/Archives/edgar/data/1308027/0001493152-23-036786.txt,https://www.sec.gov/Archives/edgar/data/1308027/0001493152-23-036786-index.html,2023-10-10,2022-12-31,3060,https://www.sec.gov/Archives/edgar/data/1308027/000149315223036786/form10-k.htm,GA,MA,1231,1308027_10K_2022_0001493152-23-036786.htm
1308547,"Dolby Laboratories, Inc.",10-K,2023-11-17,https://www.sec.gov/Archives/edgar/data/1308547/0001628280-23-039389.txt,https://www.sec.gov/Archives/edgar/data/1308547/0001628280-23-039389-index.html,2023-11-17,2023-09-29,6794,https://www.sec.gov/Archives/edgar/data/1308547/000162828023039389/dlb-20230929.htm,DE,CA,0927,1308547_10K_2023_0001628280-23-039389.htm
1309057,"China Health Industries Holdings, Inc.",10-K,2023-11-13,https://www.sec.gov/Archives/edgar/data/1309057/0001213900-23-085612.txt,https://www.sec.gov/Archives/edgar/data/1309057/0001213900-23-085612-index.html,2023-11-13,2023-06-30,2834,https://www.sec.gov/Archives/edgar/data/1309057/000121390023085612/f10k2023_chinahealth.htm,,F4,0630,1309057_10K_2023_0001213900-23-085612.htm
1314052,ANAVEX LIFE SCIENCES CORP.,10-K,2023-11-27,https://www.sec.gov/Archives/edgar/data/1314052/0001731122-23-002197.txt,https://www.sec.gov/Archives/edgar/data/1314052/0001731122-23-002197-index.html,2023-11-27,2023-09-30,2836,https://www.sec.gov/Archives/edgar/data/1314052/000173112223002197/e5240_10k.htm,,NY,0930,1314052_10K_2023_0001731122-23-002197.htm
1314727,Sonos Inc,10-K,2023-11-20,https://www.sec.gov/Archives/edgar/data/1314727/0000950170-23-065135.txt,https://www.sec.gov/Archives/edgar/data/1314727/0000950170-23-065135-index.html,2023-11-20,2023-09-30,3651,https://www.sec.gov/Archives/edgar/data/1314727/000095017023065135/sono-20230930.htm,DEType,CA,,1314727_10K_2023_0000950170-23-065135.htm
